question,answer,answer_index,hops,thinking,cypher_query
"Bertrand Russell được biết đến với vai trò nghề nghiệp nào?
A. nhà triết học phân tích
B. nhà vật lý học
C. nhà sử học
D. nhà kinh tế học",A,0,1,"The question has been rephrased to ask about Bertrand Russell's occupation. The correct answer, 'analytic philosopher', is translated to 'nhà triết học phân tích' in Vietnamese. The distractors are other academic occupations ('nhà vật lý học', 'nhà sử học', 'nhà kinh tế học') that are plausible but incorrect, and are confirmed not to be in the provided database results.","MATCH (p:Person {name: ""Bertrand Russell""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Odd Hassel là gì?
A. Kỹ sư
B. Nhà sinh vật học
C. Nhà hóa lý
D. Nhà toán học",C,2,1,"The rephrased question asks about the occupation of Odd Hassel. The correct answer is 'Nhà hóa lý' (physical chemist). The distractors 'Kỹ sư' (engineer), 'Nhà sinh vật học' (biologist), and 'Nhà toán học' (mathematician) are all plausible occupations but are incorrect for Odd Hassel and are not among the forbidden terms from the database results.","MATCH (p:Person {name: ""Odd Hassel""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Odysseas Elytis là gì?
A. Nhà sử học
B. Nhà phê bình nghệ thuật
C. Giáo sư
D. Nhà triết học",B,1,1,"The rephrased question asks about the occupation of Odysseas Elytis. The correct answer is 'nhà phê bình nghệ thuật' (art critic), translated from the database result. The distractors ('nhà sử học', 'giáo sư', 'nhà triết học') are all valid occupations, are not listed in the forbidden database results, and are distinct from the correct answer, ensuring they serve as appropriate foils.","MATCH (p:Person {name: ""Odysseas Elytis""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Quốc tịch của Otto Hahn là gì?
A. Đức Quốc xã
B. Áo
C. Pháp
D. Thụy Sĩ",A,0,1,"The rephrased question asks about the nationality (country) of Otto Hahn. The correct answer is 'Đức Quốc xã' (Nazi Germany) in Vietnamese. The distractors 'Áo' (Austria), 'Pháp' (France), and 'Thụy Sĩ' (Switzerland) are all country names, are plausible but incorrect, and are not in the forbidden list of database results.","MATCH (p:Person {name: ""Otto Hahn""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Nghề nghiệp chính của Tadeusz Reichstein là gì?
A. Nhà sinh vật học
B. Bác sĩ
C. Kỹ sư
D. Dược sĩ",B,1,1,"Giải thích ngắn gọn bằng tiếng Anh: The rephrased question asks about the 'occupation' of Tadeusz Reichstein. The correct answer is 'physician', translated to 'Bác sĩ' in Vietnamese. The distractors ('Nhà sinh vật học', 'Kỹ sư', 'Dược sĩ') are all occupations, are plausible, and are NOT present in the forbidden list from the database results.","MATCH (p:Person {name: ""Tadeusz Reichstein""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Aaron Ciechanover là gì?
A. Kỹ sư
B. Nhà văn
C. Nhà sư phạm
D. Nhà báo",C,2,1,"The rephrased question asks about Aaron Ciechanover's occupation. The correct answer 'pedagogue' has been translated to 'Nhà sư phạm'. The distractors are other common professions ('Kỹ sư', 'Nhà văn', 'Nhà báo') which are of the same type (occupation) and are explicitly not found in the forbidden database list.","MATCH (p:Person {name: ""Aaron Ciechanover""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Howard Temin là gì?
A. Nhà hóa học
B. Nhà di truyền học
C. Nhà sinh vật học
D. Nhà miễn dịch học",B,1,1,"The rephrased question asks for Howard Temin's occupation. The correct answer is 'nhà di truyền học' (geneticist) in Vietnamese. The distractors 'nhà hóa học' (chemist), 'nhà sinh vật học' (biologist), and 'nhà miễn dịch học' (immunologist) are all plausible occupations, are of the same type (occupation), and are not present in the forbidden database results.","MATCH (p:Person {name: ""Howard Temin""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Willard Boyle là gì?
A. Nhà vật lý
B. Kỹ sư
C. Giáo sư
D. Nhà toán học",A,0,1,"The rephrased question asks for Willard Boyle's main occupation, which matches the Cypher query returning `o.name` for `Occupation`. The correct answer 'Nhà vật lý' (physicist) is an occupation. The distractors 'Kỹ sư' (engineer), 'Giáo sư' (professor), 'Nhà toán học' (mathematician) are all plausible occupations, are not in the forbidden database results list ('physicist', 'scientist', 'inventor', 'photographer', 'executive'), and are all translated to Vietnamese.","MATCH (p:Person {name: ""Willard Boyle""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của George Wald là gì?
A. Nhà vật lý
B. Nhà hóa sinh học
C. Nhà toán học
D. Nhà di truyền học",B,1,1,"The question was rephrased to ask about George Wald's occupation, specifically 'Nghề nghiệp của George Wald là gì?'. The Cypher query returns `o.name` for an `Occupation`. The correct answer 'biochemist' is translated to 'Nhà hóa sinh học'. The distractors ('Nhà vật lý', 'Nhà toán học', 'Nhà di truyền học') are also occupations, are distinct from the correct answer, and importantly, are NOT found in the forbidden list of database results provided.","MATCH (p:Person {name: ""George Wald""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Eyvind Johnson được biết đến với vai trò nghề nghiệp gì?
A. Diễn viên
B. Họa sĩ
C. Đạo diễn phim
D. Nhạc sĩ",C,2,1,"The rephrased question asks about an occupation. The correct answer 'film director' is translated to 'đạo diễn phim'. The distractors 'diễn viên' (actor), 'họa sĩ' (painter), 'nhạc sĩ' (musician) are all occupations, are plausible, and are confirmed NOT to be in the forbidden database results list.","MATCH (p:Person {name: ""Eyvind Johnson""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Walter Rudolf Hess là gì?
A. Nhà hóa học
B. Nhà sử học nghệ thuật
C. Kỹ sư
D. Nhà văn",B,1,1,"The rephrased question asks about the occupation of Walter Rudolf Hess. The correct answer is 'nhà sử học nghệ thuật' (art historian). The distractors are 'nhà hóa học' (chemist), 'kỹ sư' (engineer), and 'nhà văn' (writer), which are all occupations and are not on the forbidden list from the database.","MATCH (p:Person {name: ""Walter Rudolf Hess""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Bjørnstjerne Bjørnson là gì?
A. Nhà ngoại giao
B. Giáo sư
C. Nhà báo
D. Nhà phê bình văn học",C,2,1,"The rephrased question asks about the occupation of Bjørnstjerne Bjørnson. The correct answer 'journalist' is translated to 'Nhà báo' in Vietnamese. The distractors ('Nhà ngoại giao', 'Giáo sư', 'Nhà phê bình văn học') are other plausible occupations and are not from the forbidden list provided by the database, ensuring they are of the same data type (occupation).","MATCH (p:Person {name: ""Bjørnstjerne Bjørnson""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Jacques Monod là gì?
A. Nhà vật lý
B. Nhà sinh vật học
C. Nhà hóa học
D. Nhà kinh tế học",B,1,1,"The rephrased question asks about 'Occupation' (Nghề nghiệp). The correct answer 'biologist' is translated to 'Nhà sinh vật học'. The distractors 'Nhà vật lý' (Physicist), 'Nhà hóa học' (Chemist), and 'Nhà kinh tế học' (Economist) are all occupations, are distinct from the correct answer, and are not in the forbidden list of database results.","MATCH (p:Person {name: ""Jacques Monod""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Albrecht Kossel là gì?
A. Nhà hóa sinh
B. Nhà vật lý
C. Nhà sinh vật học
D. Nhà di truyền học",A,0,1,"The rephrased question asks about Albrecht Kossel's occupation. The correct answer 'biochemist' is translated to 'Nhà hóa sinh'. The distractors 'Nhà vật lý', 'Nhà sinh vật học', 'Nhà di truyền học' are all occupations, are plausible, and are not in the forbidden list from the database results.","MATCH (p:Person {name: ""Albrecht Kossel""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Đâu là nghề nghiệp chính của Barack Obama?
A. Luật sư
B. Giáo viên
C. Nhà báo
D. Bác sĩ",A,0,1,"The rephrased question asks for the occupation of Barack Obama. The correct answer 'lawyer' is translated to 'Luật sư'. The distractors 'Giáo viên' (teacher), 'Nhà báo' (journalist), and 'Bác sĩ' (doctor) are all valid occupations, are translated into Vietnamese, and are not present in the provided list of forbidden distractors from the database.","MATCH (p:Person {name: ""Barack Obama""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Chức danh nghề nghiệp của Daniel Kahneman là gì?
A. nhà triết học
B. giảng viên đại học
C. nhà báo
D. luật sư",B,1,1,"The rephrased question asks for an occupation. The correct answer 'giảng viên đại học' (university teacher) is a direct translation of the database result. Distractors are other plausible occupations ('nhà triết học' - philosopher, 'nhà báo' - journalist, 'luật sư' - lawyer), all translated to Vietnamese, and none are from the forbidden list provided in the database results ('author', 'economist', 'essayist', 'psychologist').","MATCH (p:Person {name: ""Daniel Kahneman""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Henri Moissan là gì?
A. Giảng viên đại học
B. Nhà vật lý
C. Nhà sinh vật học
D. Kỹ sư",A,0,1,"The rephrased question asks for the occupation of Henri Moissan. The correct answer 'Giảng viên đại học' (university teacher) is an occupation. The distractors 'Nhà vật lý' (physicist), 'Nhà sinh vật học' (biologist), and 'Kỹ sư' (engineer) are also occupations and are not from the forbidden list provided ('university teacher', 'chemist', 'pharmacist', 'pharmacologist').","MATCH (p:Person {name: ""Henri Moissan""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Igor Tamm có chuyên môn nghề nghiệp gì?
A. Nhà hóa học
B. Kỹ sư
C. Nhà phát minh
D. Nhà toán học",C,2,1,"The rephrased question asks about the occupation type. The correct answer is 'Nhà phát minh' (inventor) in Vietnamese. The distractors are other occupations, are of the same type, and are not present in the banned list from the database results.","MATCH (p:Person {name: ""Igor Tamm""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Julius Axelrod là gì?
A. Nhà thần kinh học
B. Nhà sinh học
C. Nhà vật lý học
D. Bác sĩ",A,0,1,"The rephrased question asks for the occupation of Julius Axelrod. The correct answer 'Nhà thần kinh học' (neuroscientist) is an occupation. The distractors 'Nhà sinh học' (biologist), 'Nhà vật lý học' (physicist), and 'Bác sĩ' (physician) are also occupations and are not present in the forbidden list from the database results.","MATCH (p:Person {name: ""Julius Axelrod""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Karl Adolph Gjellerup được biết đến với vai trò nghề nghiệp nào?
A. Nhà báo
B. Tiểu thuyết gia
C. Nhà phê bình
D. Giáo sư",B,1,1,"The rephrased question asks about an occupation. The correct answer 'novelist' is translated to 'Tiểu thuyết gia'. The distractors are other plausible occupations ('Nhà báo', 'Nhà phê bình', 'Giáo sư') and are not from the forbidden list provided in the database results ('writer', 'playwright', 'poet').","MATCH (p:Person {name: ""Karl Adolph Gjellerup""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Randy Schekman là gì?
A. Nhà vật lý
B. Nhà hóa sinh
C. Nhà hóa học
D. Nhà khoa học máy tính",B,1,1,"The question has been rephrased to ask about the occupation of Randy Schekman. The correct answer 'biochemist' is translated to 'Nhà hóa sinh'. The distractors ('Nhà vật lý', 'Nhà hóa học', 'Nhà khoa học máy tính') are all occupations, are distinct from the correct answer, and importantly, are not present in the forbidden list provided ('university teacher', 'physician', 'biologist').","MATCH (p:Person {name: ""Randy Schekman""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Barry C. Barish là gì?
A. Nhà hóa học
B. Kỹ sư
C. Giảng viên đại học
D. Nhà toán học",C,2,1,"The question has been rephrased to ask about Barry C. Barish's main occupation. The correct answer 'university teacher' is translated to 'Giảng viên đại học'. The distractors 'Nhà hóa học', 'Kỹ sư', and 'Nhà toán học' are all occupations, are distinct, and are NOT present in the forbidden database results ('university teacher', 'physicist', 'astrophysicist', 'experimental physicist').","MATCH (p:Person {name: ""Barry C. Barish""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Denis Mukwege là gì?
A. Giáo sư
B. Luật sư
C. Mục sư
D. Nhà văn",C,2,1,"The rephrased question asks about the occupation of Denis Mukwege. The correct answer 'pastor' is translated to 'Mục sư' in Vietnamese. The distractors 'Giáo sư', 'Luật sư', 'Nhà văn' are all valid occupations in Vietnamese, are of the same type as the correct answer, and are NOT present in the forbidden database results (human rights activist, obstetrician, gynecologist, pastor).","MATCH (p:Person {name: ""Denis Mukwege""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Martin Chalfie là gì?
A. Nhà vật lý
B. Kỹ sư
C. Nhà hóa học
D. Nhà toán học",C,2,1,"The question is rephrased from 'Martin Chalfie làm nghề gì?' to 'Nghề nghiệp của Martin Chalfie là gì?', asking about the occupation of Martin Chalfie. The correct answer 'chemist' is translated to 'Nhà hóa học'. The distractors 'Nhà vật lý', 'Kỹ sư', 'Nhà toán học' are all occupations, are plausible, and are not in the forbidden list of database results ('university teacher', 'chemist', 'biologist', 'professor', 'neuroscientist').","MATCH (p:Person {name: ""Martin Chalfie""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Arthur Kornberg là gì?
A. Nhà sinh vật học
B. Giáo sư đại học
C. Kỹ sư
D. Nhà khảo cổ học",B,1,1,"The rephrased question asks about Arthur Kornberg's occupation, matching the Cypher query for `o:Occupation`. The correct answer 'university teacher' is translated to 'Giáo sư đại học'. The distractors 'Nhà sinh vật học', 'Kỹ sư', 'Nhà khảo cổ học' are all occupations, are distinct, and are confirmed not to be on the forbidden list from the database results.","MATCH (p:Person {name: ""Arthur Kornberg""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Melvin Calvin là gì?
A. Kỹ sư
B. Bác sĩ
C. Nhà vật lý
D. Kiến trúc sư",A,0,1,"The rephrased question asks about Melvin Calvin's occupation. The correct answer 'engineer' is translated to 'Kỹ sư'. Distractors are other common occupations ('Bác sĩ', 'Nhà vật lý', 'Kiến trúc sư') that are not on the forbidden list ('university teacher', 'chemist', 'biologist', 'biochemist', 'engineer') and are different from the correct answer.","MATCH (p:Person {name: ""Melvin Calvin""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Irène Joliot-Curie là gì?
A. Nhà sinh vật học
B. Nhà thiên văn học
C. Nhà vật lý hạt nhân
D. Nhà toán học",C,2,1,"The rephrased question asks about an occupation. The correct answer is 'Nhà vật lý hạt nhân' (nuclear physicist), which is the Vietnamese translation of 'nuclear physicist'. The distractors are 'Nhà sinh vật học' (biologist), 'Nhà thiên văn học' (astronomer), and 'Nhà toán học' (mathematician). All options are occupations, and none of the distractors are in the forbidden list provided ('chemist', 'physicist', 'researcher', 'professor', 'politician', 'nuclear physicist').","MATCH (p:Person {name: ""Irène Joliot-Curie""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Trần Ninh Dương mang quốc tịch của quốc gia nào?
A. Nhật Bản
B. Cộng hòa Nhân dân Trung Hoa
C. Hàn Quốc
D. Singapore",B,1,1,"The rephrased question asks about the nationality/country of citizenship of Chen-ning Yang. The correct answer is 'Cộng hòa Nhân dân Trung Hoa' (People's Republic of China). The distractors 'Nhật Bản', 'Hàn Quốc', and 'Singapore' are all country names, consistent with the data type, and are not in the forbidden database results.","MATCH (p:Person {name: ""Chen-ning Yang""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Nghề nghiệp của Amartya Sen là gì?
A. Nhà xã hội học
B. Nhà vật lý
C. Nhà hóa học
D. Nhà sử học",A,0,1,"The rephrased question asks for an occupation. The correct answer is 'Nhà xã hội học' (sociologist). The distractors are also occupations ('Nhà vật lý' - physicist, 'Nhà hóa học' - chemist, 'Nhà sử học' - historian) and are not present in the forbidden database results (university teacher, writer, philosopher, Nobel Prize winner, economist, sociologist).","MATCH (p:Person {name: ""Amartya Sen""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Gary Becker là gì?
A. Nhà khoa học
B. Luật sư
C. Giảng viên đại học
D. Chính trị gia",C,2,1,"The rephrased question asks about Gary Becker's occupation, translating 'Gary Becker làm nghề gì?' to 'Nghề nghiệp của Gary Becker là gì?'. The correct answer from the database is 'university teacher', which is translated to 'Giảng viên đại học'. The distractors 'Nhà khoa học' (Scientist), 'Luật sư' (Lawyer), and 'Chính trị gia' (Politician) are all occupations, are plausible but incorrect, and are not among the forbidden database results ('university teacher', 'educator', 'economist', 'criminologist').","MATCH (p:Person {name: ""Gary Becker""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Reinhard Genzel làm công việc gì?
A. Nhà hóa học
B. Nhà thiên văn học
C. Nhà vật lý
D. Nhà toán học",B,1,1,"The rephrased question asks about Reinhard Genzel's occupation. The correct answer 'astronomer' is translated to 'Nhà thiên văn học'. The distractors 'Nhà hóa học', 'Nhà vật lý', 'Nhà toán học' are all occupations, are translated to Vietnamese, and are not present in the forbidden list of database results ('university teacher', 'scientist', 'astronomer', 'astrophysicist').","MATCH (p:Person {name: ""Reinhard Genzel""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của John Gurdon là gì?
A. Bác sĩ
B. Nhà hóa học
C. Kỹ sư
D. Nhà vật lý",A,0,1,"The rephrased question asks for an occupation. The correct answer 'Bác sĩ' (physician) is a direct translation. The distractors are other plausible occupations, are of the same type, and are confirmed not to be in the forbidden list from the database results.","MATCH (p:Person {name: ""John Gurdon""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Vai trò nghề nghiệp của Norman Angell là gì?
A. Nhà khoa học
B. Chính trị gia
C. Luật sư
D. Giáo sư",B,1,1,"The rephrased question asks about Norman Angell's occupation. The correct answer 'politician' is translated to 'Chính trị gia'. Distractors are other occupations ('Nhà khoa học' - scientist, 'Luật sư' - lawyer, 'Giáo sư' - professor) that are of the same type and not present in the forbidden database results.","MATCH (p:Person {name: ""Norman Angell""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Robert J. Shiller là gì?
A. Nhà vật lý học
B. Kỹ sư
C. Nhà kinh tế học
D. Nhà hóa học",C,2,1,"The rephrased question asks for the occupation of Robert J. Shiller, based on the Cypher query returning an occupation (o.name). The correct answer 'economist' is translated to 'Nhà kinh tế học'. The distractors are three other types of occupations ('Nhà vật lý học', 'Kỹ sư', 'Nhà hóa học') that are plausible but incorrect, and are explicitly not taken from the forbidden list of database results ('university teacher', 'writer', 'pedagogue').","MATCH (p:Person {name: ""Robert J. Shiller""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Mohamed ElBaradei là gì?
A. Nhà kinh tế học
B. Luật gia
C. Giáo sư
D. Nhà báo",B,1,1,"The rephrased question asks about the occupation of Mohamed ElBaradei. The correct answer is 'jurist' (Luật gia in Vietnamese). The distractors ('Nhà kinh tế học', 'Giáo sư', 'Nhà báo') are also occupations, are distinct from the forbidden list ('politician', 'diplomat', 'human rights activist') and the correct answer, and are plausible but incorrect.","MATCH (p:Person {name: ""Mohamed ElBaradei""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Vai trò nghề nghiệp của Mohamed ElBaradei là gì?
A. Nhà báo
B. Nhà hoạt động nhân quyền
C. Nhà giáo dục
D. Nhà văn",B,1,1,"The rephrased question asks about an occupation. The correct answer is 'Nhà hoạt động nhân quyền' (human rights activist), which is the Vietnamese translation of the database's correct answer. The distractors 'Nhà báo' (journalist), 'Nhà giáo dục' (educator), and 'Nhà văn' (writer) are all plausible occupations of the same type and are explicitly confirmed NOT to be in the forbidden database list ('politician', 'diplomat', 'jurist').","MATCH (p:Person {name: ""Mohamed ElBaradei""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Norman Borlaug là gì?
A. Nhà vật lý
B. Bác sĩ
C. Nhà hóa học
D. Nhà sinh vật học",D,3,1,"The question has been rephrased to ask about Norman Borlaug's occupation. The Cypher query returns `o.name` for `Occupation`, so all options must be occupations. The correct answer 'biologist' is translated to 'Nhà sinh vật học'. The distractors 'Nhà vật lý', 'Bác sĩ', 'Nhà hóa học' are also occupations and are NOT present in the forbidden list provided in the input.","MATCH (p:Person {name: ""Norman Borlaug""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Enrico Fermi là gì?
A. Nhà hóa học
B. Giảng viên đại học
C. Kỹ sư
D. Nhà toán học",B,1,1,"The rephrased question asks for an occupation. The correct answer 'university teacher' is translated to 'Giảng viên đại học'. The distractors are other plausible occupations ('Nhà hóa học', 'Kỹ sư', 'Nhà toán học') and are not present in the forbidden database results list.","MATCH (p:Person {name: ""Enrico Fermi""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Nadine Gordimer là gì?
A. Giáo sư
B. Nhà văn
C. Nhà báo
D. Luật sư",B,1,1,"The rephrased question asks about the occupation of Nadine Gordimer. The correct answer is 'Nhà văn' (writer), which matches the database result 'writer' and the expected data type from the Cypher query (occupation). The distractors are other common occupations ('Giáo sư', 'Nhà báo', 'Luật sư') and are not present in the list of disallowed database results.","MATCH (p:Person {name: ""Nadine Gordimer""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Vị trí công việc của Andrea M. Ghez là gì?
A. Nhà vật lý học
B. Kỹ sư
C. Giảng viên đại học
D. Nhà hóa học",C,2,1,"The rephrased question asks for Andrea M. Ghez's occupation (loại: nghề nghiệp). The correct answer 'university teacher' is translated to 'giảng viên đại học'. The distractors ('nhà vật lý học', 'kỹ sư', 'nhà hóa học') are all occupations, are in Vietnamese, and are NOT present in the forbidden database result list: 'university teacher', 'scientist', 'mathematician', 'astronomer'.","MATCH (p:Person {name: ""Andrea M. Ghez""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Geoffrey Hinton là gì?
A. Nhà toán học
B. Kỹ sư
C. Nhà tâm lý học
D. Nhà vật lý",C,2,1,"The question has been rephrased to ask about the occupation of Geoffrey Hinton, which is 'Nghề nghiệp của Geoffrey Hinton là gì?'. The Cypher query returns `o.name` (Occupation). The correct answer 'psychologist' has been translated to 'Nhà tâm lý học'. The distractors ('Nhà toán học', 'Kỹ sư', 'Nhà vật lý') are all occupations, are plausible, and are NOT among the forbidden database results ('university teacher', 'neuroscientist', 'computer scientist', 'artificial intelligence researcher', 'psychologist').","MATCH (p:Person {name: ""Geoffrey Hinton""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Công việc chính của Kenneth Arrow là gì?
A. Nhà vật lý
B. Giáo viên
C. Kỹ sư
D. Nhà toán học",B,1,1,"The rephrased question asks about Kenneth Arrow's occupation. The correct answer is 'Giáo viên' (teacher), which is the Vietnamese translation of the database result. The distractors 'Nhà vật lý' (physicist), 'Kỹ sư' (engineer), and 'Nhà toán học' (mathematician) are all plausible occupations of the same type and are confirmed not to be in the list of forbidden database results.","MATCH (p:Person {name: ""Kenneth Arrow""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Gertrude B. Elion là gì?
A. Nhà vật lý
B. Nhà hóa học
C. Bác sĩ
D. Kỹ sư",B,1,1,"The rephrased question asks for an occupation for Gertrude B. Elion. The correct answer 'chemist' is translated to 'Nhà hóa học' in Vietnamese. The distractors 'Nhà vật lý' (physicist), 'Bác sĩ' (doctor), and 'Kỹ sư' (engineer) are all occupations of the same type and are not present in the forbidden list of database results.","MATCH (p:Person {name: ""Gertrude B. Elion""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Martin Luther King Jr. là gì?
A. Luật sư
B. Giáo sư đại học
C. Kiến trúc sư
D. Nhà hoạt động dân quyền",D,3,1,"The rephrased question asks about an occupation. The correct answer is 'nhà hoạt động dân quyền' (civil rights advocate). Distractors 'luật sư' (lawyer), 'giáo sư đại học' (university professor), and 'kiến trúc sư' (architect) are all valid occupations, are not in the forbidden database results, and are plausible but incorrect for MLK.","MATCH (p:Person {name: ""Martin Luther King Jr.""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của William Faulkner là gì?
A. Nhà văn
B. Giáo sư
C. Nhà báo
D. Nhà sử học",A,0,1,"The rephrased question asks about William Faulkner's primary occupation. The correct answer is 'Nhà văn' (writer) in Vietnamese. The distractors are other plausible occupations ('Giáo sư', 'Nhà báo', 'Nhà sử học') and are not present in the forbidden list of database results.","MATCH (p:Person {name: ""William Faulkner""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Chuyên môn chính của Élie Metchnikoff là gì?
A. Nhà vật lý
B. Nhà côn trùng học
C. Nhà toán học
D. Nhà địa chất học",B,1,1,"The question has been rephrased to ask about Élie Metchnikoff's main specialty (occupation). The correct answer 'nhà côn trùng học' (entomologist) is the Vietnamese translation of the database result. The distractors 'nhà vật lý' (physicist), 'nhà toán học' (mathematician), and 'nhà địa chất học' (geologist) are all plausible scientific occupations, translated to Vietnamese, and are explicitly not present in the provided list of forbidden database results.","MATCH (p:Person {name: ""Élie Metchnikoff""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Bengt I. Samuelsson là gì?
A. Giảng viên đại học
B. Nhà nghiên cứu
C. Kỹ sư
D. Nhà sinh vật học",A,0,1,"The question is rephrased from 'Bengt I. Samuelsson làm nghề gì?' to 'Nghề nghiệp của Bengt I. Samuelsson là gì?', asking about an occupation. The correct answer 'university teacher' is translated to 'Giảng viên đại học'. The distractors ('Nhà nghiên cứu', 'Kỹ sư', 'Nhà sinh vật học') are other plausible occupations, translated to Vietnamese, and confirmed not to be in the forbidden list provided ('university teacher', 'chemist', 'physician', 'biochemist').","MATCH (p:Person {name: ""Bengt I. Samuelsson""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của Ilya Prigogine là gì?
A. Nhà toán học
B. Nhà hóa học
C. Nhà sinh vật học
D. Kỹ sư",B,1,1,"The question is rephrased to 'Nghề nghiệp chính của Ilya Prigogine là gì?' which asks for an occupation. The correct answer 'chemist' is translated to 'Nhà hóa học'. The distractors 'Nhà toán học' (mathematician), 'Nhà sinh vật học' (biologist), and 'Kỹ sư' (engineer) are all occupations, are plausible, and are not present in the forbidden list of database results.","MATCH (p:Person {name: ""Ilya Prigogine""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của John James Rickard Macleod là gì?
A. nhà hóa học
B. nhà vật lý
C. bác sĩ
D. nhà toán học",C,2,1,"The rephrased question asks for an occupation. The correct answer 'physician' is translated to 'bác sĩ'. Distractors 'nhà hóa học', 'nhà vật lý', and 'nhà toán học' are all occupations and are not present in the forbidden database results list ('university teacher', 'physician', 'inventor', 'physiologist').","MATCH (p:Person {name: ""John James Rickard Macleod""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp chính của José Echegaray là gì?
A. Kỹ sư xây dựng
B. Nhà vật lý
C. Nhà sử học
D. Kiến trúc sư",A,0,1,"The question has been rephrased to ask about an occupation. The correct answer is 'Kỹ sư xây dựng' (civil engineer). The distractors are 'Nhà vật lý' (physicist), 'Nhà sử học' (historian), and 'Kiến trúc sư' (architect), which are all occupations and are not in the forbidden database results.","MATCH (p:Person {name: ""José Echegaray""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Nghề nghiệp của Harold Urey là gì?
A. Kỹ sư
B. Nhà văn
C. Bác sĩ
D. Nhà báo",B,1,1,"The rephrased question asks for an occupation. The correct answer 'writer' is translated to 'Nhà văn'. The distractors are other distinct professions, ensuring they are not from the forbidden list provided in the input and are of the same type (occupations).","MATCH (p:Person {name: ""Harold Urey""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
