question,hops,cypher_query,thinking,context,split
Kể tên những người có cùng quốc tịch với Maria Ressa?,2,"MATCH (p1:Person {name: ""Maria Ressa""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'List the names of people who have the same nationality as Maria Ressa?'
Step 2: Identify entity 'Maria Ressa' and intent to find other 'Person' entities sharing a 'Country' relationship with her, returning their 'name'.
Step 3: Map 'Maria Ressa' to Person.name property, 'same nationality' to the [:IS_CITIZEN_OF] relationship and Country node, and 'names of people' to p2.name.
Step 4: Construct MATCH (p1:Person {name: ""Maria Ressa""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Ai là người có cùng quốc tịch với Paul Karrer?,2,"MATCH (p1:Person {name: ""Paul Karrer""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who has the same nationality as Paul Karrer?'
Step 2: Identify entity 'Paul Karrer' and intent 'find people with same nationality'.
Step 3: Map 'same nationality' to the relationship (:Person)-[:IS_CITIZEN_OF]->(:Country).
Step 4: Construct MATCH (p1:Person {name: ""Paul Karrer""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Julius Axelrod là công dân của nước nào?,1,"MATCH (p:Person {name: ""Julius Axelrod""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which country is Julius Axelrod a citizen of?'
Step 2: Identify entity 'Julius Axelrod' and intent 'country of citizenship'.
Step 3: Map entity 'Julius Axelrod' to node 'Person' with property 'name', and intent 'country of citizenship' to relationship 'IS_CITIZEN_OF' and node 'Country' with property 'name'.
Step 4: Construct MATCH (p:Person {name: ""Julius Axelrod""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Otto Diels sinh ngày nào?,1,"MATCH (p:Person {name: ""Otto Diels""}) RETURN p.born_on_date","Step 1: Translate to English: 'What date was Otto Diels born?'
Step 2: Identify entity 'Otto Diels' and intent 'birth date'.
Step 3: Map 'birth date' to property 'born_on_date'.
Step 4: Construct MATCH (p:Person {name: 'Otto Diels'}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
Ai đã phát triển các phản ứng hydro hóa?,2,"MATCH (nw:Notable_Work {name: ""hydrogenation reactions""})<-[:DEVELOPED]-(p:Person) RETURN p.name, p.gender","Step 1: Translate to English: 'Who developed hydrogenation reactions?'
Step 2: Identify entity 'hydrogenation reactions' (Notable_Work) and intent 'who developed'.
Step 3: Map 'developed' to relationship 'DEVELOPED' and 'who' to Person node.
Step 4: Construct MATCH (nw:Notable_Work {name: ""hydrogenation reactions""})<-[:DEVELOPED]-(p:Person) RETURN p.name, p.gender.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những người nào làm cùng lĩnh vực với những người đoạt giải Nobel Sinh lý học hoặc Y học?,4,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'What are the names of people who work in the same field as those who received the Nobel Prize in Physiology or Medicine?'
Step 2: Identify entities and intent from the translated English question. Entities: 'Nobel Prize in Physiology or Medicine', 'people'. Intent: Find the names of people (p2) who share a field with a person (p1) who received the 'Nobel Prize in Physiology or Medicine'.
Step 3: Map keywords to the English Schema provided above. 'Nobel Prize in Physiology or Medicine' maps to Award node with name property. 'received' maps to the [:RECEIVED] relationship. 'works in the same field' maps to the [:WORKS_IN_FIELD] relationship and Field node. 'people' maps to Person nodes. 'names' maps to the 'name' property of the Person node.
Step 4: Construct the MATCH and RETURN clauses logic. Start by finding the specific Award: `(a:Award {name: ""Nobel Prize in Physiology or Medicine""})`. Find its AwardStatement: `(a)<-[:IS_INSTANCE_OF]-(ast:AwardStatement)`. Find the Person (p1) who received it: `(ast)<-[:RECEIVED]-(p1:Person)`. Find the Field (f) p1 works in: `(p1)-[:WORKS_IN_FIELD]->(f:Field)`. Find another Person (p2) who works in the same field: `(f)<-[:WORKS_IN_FIELD]-(p2:Person)`. Return the name of p2: `RETURN p2.name`.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Ai đã phát triển công trình lý thuyết về hiệu ứng Zeeman và phát triển một công trình đáng chú ý khác?,2,"MATCH (nw:Notable_Work {name: ""theoretical explanation of the Zeeman effect""})<-[:DEVELOPED]-(p:Person)-[:DEVELOPED]->(nw2:Notable_Work) WHERE nw.name <> nw2.name RETURN p.name, nw2.name","Step 1: Translate to English: 'Who developed the work theoretical explanation of the Zeeman effect and developed another notable work?'
Step 2: Identify entities 'theoretical explanation of the Zeeman effect' (Notable_Work) and intent 'who developed' and 'developed another notable work'.
Step 3: Map 'developed' to relationship 'DEVELOPED', 'theoretical explanation of the Zeeman effect' to Notable_Work node name, and 'another notable work' to a different Notable_Work node.
Step 4: Construct MATCH (nw:Notable_Work {name: ""theoretical explanation of the Zeeman effect""})<-[:DEVELOPED]-(p:Person)-[:DEVELOPED]->(nw2:Notable_Work) WHERE nw.name <> nw2.name RETURN p.name, nw2.name.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những người đoạt giải Nobel Vật lý là công dân của những quốc gia nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What are the countries of citizenship for recipients of the Nobel Prize in Physics?'
Step 2: Identify entities: 'Nobel Prize in Physics' (Award) and 'recipients' (Person). Identify intent: retrieve the 'countries of citizenship' (Country.name).
Step 3: Map 'Nobel Prize in Physics' to `Award {name: ""Nobel Prize in Physics""}`. Map 'recipients' and 'received' to `(:Person)-[:RECEIVED]->(:AwardStatement)`. Map 'citizenship' to `(:Person)-[:IS_CITIZEN_OF]->(:Country)`. Map 'countries' to `c.name`.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những người làm việc cùng lĩnh vực với người đã nhận giải Nobel Hóa học là ai?,4,"MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as the recipient of the Nobel Prize in Chemistry?'
Step 2: Identify entities: 'Nobel Prize in Chemistry' (AwardStatement/Award), 'people who work in the same field' (Person, Field). Intent: Find people based on shared fields with Nobel laureates.
Step 3: Map keywords: 'Nobel Prize in Chemistry' -> Award: {name: ""Nobel Prize in Chemistry""}, AwardStatement: {IS_INSTANCE_OF}, Person: {RECEIVED}, Person: {WORKS_IN_FIELD}, Field: {name}.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Ai là người cùng quốc tịch với Maurice Wilkins?,2,"MATCH (p1:Person {name: ""Maurice Wilkins""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who shares the same nationality as Maurice Wilkins?'
Step 2: Identify entity 'Maurice Wilkins' and intent 'finding people with same nationality'.
Step 3: Map 'nationality' to the relationship (:Person)-[:IS_CITIZEN_OF]->(:Country).
Step 4: Construct the MATCH clause to find Maurice Wilkins and his country, then find other people with the same country, and the RETURN clause to return their names.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người nào có cùng quốc tịch với Martin Ryle?,2,"MATCH (p1:Person {name: ""Martin Ryle""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people have the same nationality as Martin Ryle?'
Step 2: Identify entity 'Martin Ryle' (Person) and the intent to find other 'Person' entities sharing the same 'Country' (nationality).
Step 3: Map 'Martin Ryle' to `Person.name: ""Martin Ryle""`. Map 'nationality' and 'cùng quốc tịch' (same nationality) to the `Country` node and the `IS_CITIZEN_OF` relationship. Map 'những người nào' (which people) to other `Person` nodes.
Step 4: Construct MATCH (p1:Person {name: ""Martin Ryle""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Jack Kilby làm nghề gì?,1,"MATCH (p:Person {name: ""Jack Kilby""})-[:WORKS_AS]->(o:Occupation) RETURN o.name","Step 1: Translate to English: 'What occupation does Jack Kilby have?'
Step 2: Identify entity 'Jack Kilby' and intent 'occupation'.
Step 3: Map 'occupation' to the relationship [:WORKS_AS] and node (:Occupation) and its property 'name'.
Step 4: Construct MATCH (p:Person {name: ""Jack Kilby""})-[:WORKS_AS]->(o:Occupation) RETURN o.name.","Relevant Nodes:
""Occupation"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:WORKS_AS]->(:Occupation)",train
Những người đã đoạt giải Nobel Hóa học là công dân của quốc gia nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate the Vietnamese question into English: 'What countries are the Nobel Prize in Chemistry laureates citizens of?'
Step 2: Identify entities 'Nobel Prize in Chemistry laureates' and intent 'country of citizenship'.
Step 3: Map 'Nobel Prize in Chemistry laureates' to the 'Award' node with name 'Nobel Prize in Chemistry' and the 'AwardStatement' node. Map 'country of citizenship' to the 'IS_CITIZEN_OF' relationship and the 'Country' node.
Step 4: Construct the MATCH clause to find AwardStatements for the 'Nobel Prize in Chemistry', then find the Persons who received these statements, and finally find the Countries these Persons are citizens of. Construct the RETURN clause to return the names of these Countries. MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
"Có bao nhiêu người làm việc trong lĩnh vực của người đã nhận giải thưởng ""Nobel về Sinh lý học và Y học""?",4,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'How many people work in the field of those who received the ""Nobel Prize in Physiology or Medicine"" award?'
Step 2: Identify entities: ""Nobel Prize in Physiology or Medicine"" award, people, field. Intent: Count people.
Step 3: Map keywords to schema: ""Nobel Prize in Physiology or Medicine"" -> Award(name), people -> Person, field -> Field, received award -> RECEIVED, works in field -> WORKS_IN_FIELD, is instance of -> IS_INSTANCE_OF.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN count(p2).","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Quốc gia nào có công dân đã nhận Giải thưởng Nobel Văn học?,3,"MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country has citizens who received the Nobel Prize in Literature?'
Step 2: Identify entities: 'country', 'citizens', 'Nobel Prize in Literature'. Intent: Find countries of people who received a specific award.
Step 3: Map 'country' to (:Country)-[:IS_CITIZEN_OF]->(:Person), 'citizens' to (:Person), 'Nobel Prize in Literature' to (:Award {name: ""Nobel Prize in Literature""}), 'received' to (:Person)-[:RECEIVED]->(:AwardStatement), and (:AwardStatement)-[:IS_INSTANCE_OF]->(:Award).
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
"Hãy cho biết tên của những người đã thành lập tổ chức, tham gia sự kiện và phát triển một công trình đáng chú ý?",4,"MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name","Step 1: Translate to English: 'Provide the names of people who founded an organization, participated in an event, and developed a notable work.'
Step 2: Identify entities and intent: The intent is to find people who satisfy three conditions: founded an organization, participated in an event, and developed a notable work. The desired output is the names of these people.
Step 3: Map keywords to the English Schema: 'people' -> Person node, 'founded' -> FOUNDED relationship, 'organization' -> Organization node, 'participated in' -> PARTICIPATED_IN relationship, 'event' -> Event node, 'developed' -> DEVELOPED relationship, 'notable work' -> Notable_Work node. The question asks for 'names', so `p.name` will be returned.
Step 4: Construct the MATCH and RETURN clauses logic: We need to find a Person node `p` that has outgoing `FOUNDED` relationship to an Organization node `o`, an outgoing `PARTICIPATED_IN` relationship to an Event node `e`, and an outgoing `DEVELOPED` relationship to a Notable_Work node `nw`. The RETURN clause should include `p.name`, `o.name`, and `nw.name`.","Relevant Nodes:
""Event"": properties: [""name"", ""date""]
""Notable_Work"": properties: [""name"", ""description""]
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)
(:Person)-[:FOUNDED]->(:Organization)
(:Person)-[:PARTICIPATED_IN]->(:Event)",train
Quốc gia nào đã trao giải Nobel Sinh lý học hoặc Y học?,3,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which country awarded the Nobel Prize in Physiology or Medicine?'
Step 2: Identify entities 'country' and 'Nobel Prize in Physiology or Medicine', and intent 'awarded'.
Step 3: Map 'Nobel Prize in Physiology or Medicine' to Award.name, and 'awarded' to the relationship chain AwardStatement<-IS_INSTANCE_OF<-Award and AwardStatement<-RECEIVED<-Person, and 'country' to Country.name via Person.IS_CITIZEN_OF.
Step 4: Construct the MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Ai là những người làm việc trong cùng lĩnh vực với những cá nhân đã nhận Giải Nobel Văn học?,4,"MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as individuals who received the Nobel Prize in Literature?'
Step 2: Identify entities 'Nobel Prize in Literature', 'individuals', 'people' and intent 'find people who share a field with Nobel Literature laureates'.
Step 3: Map 'Nobel Prize in Literature' to `Award` node with `name: ""Nobel Prize in Literature""`. Map 'individuals' to `p1:Person` connected via `(:AwardStatement)<-[:RECEIVED]-` to the award. Map 'work in field' to `[:WORKS_IN_FIELD]` relationship to a `f:Field` node. Map 'same field' to `f:Field` node shared by `p1` and another `p2:Person`. Map 'people' to `p2:Person` and 'Ai là những người' to `RETURN p2.name`.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Những quốc gia nào có người nhận giải Nobel về Sinh lý học hoặc Y học?,3,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which countries have recipients of the Nobel Prize in Physiology or Medicine?'
Step 2: Identify entities 'countries', 'recipients', and 'Nobel Prize in Physiology or Medicine'. The intent is to find the countries of the recipients.
Step 3: Map 'countries' to the 'Country' node and its 'name' property. Map 'recipients' to the 'Person' node. Map 'Nobel Prize in Physiology or Medicine' to the 'Award' node with property 'name'. The relationship between 'Person' and 'Award' is through 'AwardStatement' which is linked via 'RECEIVED' and 'IS_INSTANCE_OF'. The relationship between 'Person' and 'Country' is 'IS_CITIZEN_OF'.
Step 4: Construct the MATCH clause to find AwardStatements for 'Nobel Prize in Physiology or Medicine', then find the Persons who received them, and finally find the Countries these Persons are citizens of. The RETURN clause should return the names of these countries.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những người nào có cùng quốc tịch với Arthur Ashkin?,2,"MATCH (p1:Person {name: ""Arthur Ashkin""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people share the same nationality as Arthur Ashkin?'
Step 2: Identify entity 'Arthur Ashkin' (a Person) and intent to find other 'people' (Person) who are citizens of the same 'country' (Country).
Step 3: Map 'Arthur Ashkin' to Person.name property. Map 'nationality' or 'country' to the Country node and the IS_CITIZEN_OF relationship. Map 'people' to Person nodes.
Step 4: Construct the MATCH clause: Start with a Person node for Arthur Ashkin. Find the Country he is a citizen of. Then find other Person nodes that are citizens of that same Country. Construct the RETURN clause: Return the name property of these other Person nodes.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Các tổ chức nào đã tuyển dụng những người từng nhận giải Nobel Vật lý?,3,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:EMPLOYED_BY]->(o:Organization) RETURN o.name","Step 1: Translate to English: 'What organizations employed people who received the Nobel Prize in Physics?'
Step 2: Identify entities 'Nobel Prize in Physics' (Award name) and intent to find 'organizations' (Organization name).
Step 3: Map 'Nobel Prize in Physics' to `Award.name`. Map 'received' to the `(:Person)-[:RECEIVED]->(:AwardStatement)` relationship, and 'employed by' to `(:Person)-[:EMPLOYED_BY]->(:Organization)`. Also, use `(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)` to link the award statement to the specific award.
Step 4: Construct the MATCH and RETURN clauses logic: Start with the Award named 'Nobel Prize in Physics', find its AwardStatements, then find the Persons who received those statements, and finally find the Organizations that employed those Persons. Return the names of these Organizations. This leads to `MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:EMPLOYED_BY]->(o:Organization) RETURN o.name`.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:EMPLOYED_BY]->(:Organization)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những người nào khác có cùng quốc tịch với César Milstein?,2,"MATCH (p1:Person {name: ""César Milstein""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who else shares the same nationality as César Milstein?'
Step 2: Identify entity 'César Milstein' and intent 'people with the same nationality'.
Step 3: Map 'César Milstein' to Person.name, 'nationality' to IS_CITIZEN_OF.Country.name.
Step 4: Construct the MATCH (p1:Person {name: ""César Milstein""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Ai là người cùng quốc tịch với Mohamed ElBaradei?,2,"MATCH (p1:Person {name: ""Mohamed ElBaradei""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who shares the same nationality as Mohamed ElBaradei?'
Step 2: Identify entity 'Mohamed ElBaradei' and intent 'find people with the same nationality'.
Step 3: Map 'nationality' to the relationship (:Person)-[:IS_CITIZEN_OF]->(:Country).
Step 4: Construct MATCH (p1:Person {name: ""Mohamed ElBaradei""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
